sub	ses	model	params	beta	alpha	lambda	w	pi	rho	loglikelihood	bic	aic	latents
112	1	ModelFree_StimSticky_NoRespSticky	4	0.730196119930349	0.477166245698628	0.999999929504811		0.975402534536472		-44.4281702699662	107.277021283885	96.8563405399325	0
113	1	ModelFree_StimSticky_NoRespSticky	4	3.35781523771483	0.0073617818839066	0.999956871168247		0.00273480849045274		-65.8951278076919	150.210936359336	139.790255615384	0
114	1	ModelFree_StimSticky_NoRespSticky	4	2.50240559763419	0.0643016728223086	0.642774061352202		-0.0920866746187563		-60.8950214605394	140.210723665031	129.790042921079	0
115	1	ModelFree_StimSticky_NoRespSticky	4	3.38588421058407	1.90407188750686e-09	0.17702354857499		-0.172514577818476		-64.9174886323014	148.255658008555	137.834977264603	0
116	1	ModelFree_StimSticky_NoRespSticky	4	3.25583794328037	0.00691334149307142	0.999998362305976		0.0210454221472393		-54.3004944757991	127.021669695551	116.600988951598	0
117	1	ModelFree_StimSticky_NoRespSticky	4	3.3905680803933	0.00239038759362385	3.65138176630095e-07		-0.192966087101501		-61.5026087992723	141.425898342497	131.005217598545	0
118	1	ModelFree_StimSticky_NoRespSticky	4	3.49805586627945	0.0172250898241765	6.91606683696716e-07		0.0164713308600511		-63.1596260896531	144.739932923259	134.319252179306	0
119	1	ModelFree_StimSticky_NoRespSticky	4	3.36436615363993	7.0199300622856e-10	0.167842837600029		-0.0343732202692339		-61.6018419019917	141.624364547936	131.203683803983	0
120	1	ModelFree_StimSticky_NoRespSticky	4	3.4382986768089	0.0324133030481557	0.184296459025363		0.137279511880633		-62.3323652561686	143.08541125629	132.664730512337	0
121	1	ModelFree_StimSticky_NoRespSticky	4	3.34731876856205	0.0107211243466293	0.205410447918656		-0.0618797574094928		-67.6654303607366	153.751541465426	143.330860721473	0
122	1	ModelFree_StimSticky_NoRespSticky	4	3.33813360659677	0.00310800492582704	0.999984317175083		0.00444047485688899		-64.4091507853939	147.23898231474	136.818301570788	0
123	1	ModelFree_StimSticky_NoRespSticky	4	3.36584502762252	2.96207938351052e-09	0.112687490289768		-0.0489015371661872		-63.6027166189743	145.626113981901	135.205433237949	0
124	1	ModelFree_StimSticky_NoRespSticky	4	3.35952428562716	0.000936711216070584	0.999747433437		0.0820464972163068		-62.559437001582	143.539554747116	133.118874003164	0
21	1	HybridModel_NoStimSticky_RespSticky	5	3.36040067915222	0.000415045532475705	0.304349338271254	0.999880439607388		0.0347453711220552	-64.9877503319966	153.001351593934	139.975500663993	0
39	1	HybridModel_NoStimSticky_RespSticky	5	3.40735554742797	0.00350024753295155	0.999993612075894	0.594378291283005		-0.0390662208706673	-64.9386526279974	152.903156185935	139.877305255995	0
41	1	HybridModel_NoStimSticky_RespSticky	5	3.47015789517959	0.00166844525600385	0.319205182656229	0.999999279749531		-0.0878150344368097	-67.771411985282	158.568674900504	145.542823970564	0
45	1	HybridModel_NoStimSticky_RespSticky	5	3.43577743520948	0.0415484444693166	3.77618519240665e-09	0.135797879647821		-0.0790928594873719	-65.3506337672184	153.727118464377	140.701267534437	0
47	1	HybridModel_NoStimSticky_RespSticky	5	0.350051998865029	0.654487874275319	0.999999931430221	0.0583838507426496		0.111028841222931	-56.5728878535122	136.171626636965	123.145775707024	0
48	1	HybridModel_NoStimSticky_RespSticky	5	3.35625732739256	0.00536412651321955	0.657503712803181	0.572346406150008		-0.00868410486895841	-65.0207327667231	153.067316463387	140.041465533446	0
49	1	HybridModel_NoStimSticky_RespSticky	5	3.44618311040164	0.00571580513524858	0.999997789474904	0.360895628508807		-0.220544739115884	-61.3707306017657	145.767312133472	132.741461203531	0
51	1	HybridModel_NoStimSticky_RespSticky	5	0.49867976070589	0.999999997598758	0.99999999849386	5.6319813457371e-10		-0.397277911092216	-53.64816899005	130.32218891004	117.2963379801	0
52	1	HybridModel_NoStimSticky_RespSticky	5	3.35857956951542	0.00948407112726379	0.757326013599143	0.280711190052009		-0.11128536582128	-66.1776354372171	155.381121804375	142.355270874434	0
54	1	HybridModel_NoStimSticky_RespSticky	5	3.15819674603895	0.0102983557653248	0.999999619713531	4.99437981778214e-08		-0.194889772667271	-57.6453749832861	138.316600896513	125.290749966572	0
55	1	HybridModel_NoStimSticky_RespSticky	5	3.40023579469946	0.0161031381289156	0.179349211095702	0.176407492286838		-0.0743225984963665	-66.3554593706515	155.736769671243	142.710918741303	0
56	1	HybridModel_NoStimSticky_RespSticky	5	3.36221937759032	0.00390169585864547	0.0237182169835516	1.04196465585318e-07		-0.0212132539051195	-62.3265969204585	147.679044770857	134.653193840917	0
57	1	HybridModel_NoStimSticky_RespSticky	5	3.37805695228459	0.0146338746317442	2.03418673641314e-07	0.0711034889093653		0.157384692859188	-61.6112659325421	146.248382795025	133.222531865084	0
68	1	HybridModel_NoStimSticky_RespSticky	5	3.27762376452868	0.0064620711658003	0.999998069129279	0.0577779404413999		-0.0461495395962514	-64.9408781863994	152.907607302739	139.881756372799	0
69	1	HybridModel_NoStimSticky_RespSticky	5	3.30386712764425	0.00935032364621286	0.999997384622237	6.49642282492577e-06		-0.100598527793868	-58.339282722319	139.704416374578	126.678565444638	0
70	1	HybridModel_NoStimSticky_RespSticky	5	3.38340876852265	0.00643684968452106	0.999968202744682	0.529092794785739		0.0508265612735937	-66.7957244747269	156.617299879394	143.591448949454	0
71	1	HybridModel_NoStimSticky_RespSticky	5	0.446286206442861	0.496324226945052	0.99999994127844	9.08618997459787e-09		-0.40996031527606	-60.3119043155299	143.649659561	130.62380863106	0
72	1	HybridModel_NoStimSticky_RespSticky	5	3.3927422379973	0.00745010916809887	3.86343648735078e-06	8.96074501596582e-07		-0.199539050790535	-59.4668297171636	141.959510364268	128.933659434327	0
73	1	HybridModel_NoStimSticky_RespSticky	5	3.41377725994902	0.0283632519178047	3.11383826703983e-08	0.157045652904052		-0.106476050213846	-62.5195775625492	148.065006055039	135.039155125098	0
74	1	HybridModel_NoStimSticky_RespSticky	5	0.453833229033379	0.999999996747586	0.488934586938693	4.4187146624948e-09		-0.64177066952546	-50.4422154011497	123.91028173224	110.884430802299	0
75	1	HybridModel_NoStimSticky_RespSticky	5	0.689795310461178	0.513599126947357	0.837416739356226	6.55155827823717e-10		0.0558668332583741	-59.1265323397885	141.278915609517	128.253064679577	0
77	1	HybridModel_NoStimSticky_RespSticky	5	3.71377233657123	0.0110968857228242	0.999999838989764	0.487837582828332		-0.165166206410501	-60.8659350643475	144.757721058635	131.731870128695	0
78	1	HybridModel_NoStimSticky_RespSticky	5	3.45680554838413	0.0226216039234763	1.92437575929033e-08	1.02904139940522e-06		-0.121153084565068	-63.154009168642	149.333869267224	136.308018337284	0
80	1	HybridModel_NoStimSticky_RespSticky	5	3.38881235324284	0.00844731031635916	0.999995943165768	0.493688773149821		-0.0798236750556095	-66.688085308202	156.402021546345	143.376170616404	0
83	1	HybridModel_NoStimSticky_RespSticky	5	3.56765953068582	0.020550396128352	0.328990055622158	0.147832171439759		-0.0726973454073746	-64.8910885296759	152.808027989292	139.782177059352	0
84	1	HybridModel_NoStimSticky_RespSticky	5	3.3529210230553	0.00170301548062643	0.999809938206911	3.45288437422779e-05		0.0465311041894042	-68.2550338367866	159.535918603514	146.510067673573	0
89	1	HybridModel_NoStimSticky_RespSticky	5	0.32325015462512	0.999999958874307	0.989555728164778	3.06319443179308e-09		0.681984203291793	-59.1572269802322	141.340304890405	128.314453960464	0
90	1	HybridModel_NoStimSticky_RespSticky	5	0.326380944433661	0.999999989673151	0.999999982345681	2.66087494127212e-09		-0.792934714542479	-57.5463084648454	138.118467859631	125.092616929691	0
93	1	HybridModel_NoStimSticky_RespSticky	5	3.36877980756061	0.00223054679784283	0.357659281235736	8.51031835881388e-07		-0.0861659277749881	-67.5509905892848	158.12783210851	145.10198117857	0
95	1	HybridModel_NoStimSticky_RespSticky	5	0.312186990591705	0.822577050040246	0.843489056818629	2.75491252417099e-08		0.261327158821133	-59.0323829307695	141.090616791479	128.064765861539	0
96	1	HybridModel_NoStimSticky_RespSticky	5	0.403010321262194	0.857260035487367	0.381435808018343	1.01229758396955e-08		-0.674695530392755	-56.6012969754616	136.228444880864	123.202593950923	0
98	1	HybridModel_NoStimSticky_RespSticky	5	1.70213558180814	0.153167101816769	0.369131691917126	0.14424822244796		-0.530657757434806	-57.0143596879206	137.054570305782	124.028719375841	0
101	1	HybridModel_NoStimSticky_RespSticky	5	3.3952470742786	0.00110973018824107	0.262883434809724	0.999995204910837		-0.164975209880465	-62.0565845802099	147.13902009036	134.11316916042	0
103	1	HybridModel_NoStimSticky_RespSticky	5	3.39408777188572	0.00131271921593744	0.1768862320628	0.999996173467141		-0.178019376414242	-60.5818912031544	144.189633336249	131.163782406309	0
104	1	HybridModel_NoStimSticky_RespSticky	5	3.54338488195403	0.00436061700388596	0.458333254526598	0.999999251215323		-0.111296076561376	-63.2870857004012	149.600022330743	136.574171400802	0
105	1	HybridModel_NoStimSticky_RespSticky	5	3.41965138306169	0.027639168818763	2.46729506552857e-07	0.182329400290865		0.10927823479823	-56.5336934933231	136.093237916587	123.067386986646	0
106	1	HybridModel_NoStimSticky_RespSticky	5	3.38389628087676	0.0155269231367602	2.28858262551983e-07	8.60161006003111e-08		-0.131696613087666	-60.1501161815711	143.326083293083	130.300232363142	0
107	1	HybridModel_NoStimSticky_RespSticky	5	3.37364222636919	0.00230942995909107	0.260336383933748	0.999988227265871		-0.149302292386793	-62.9808011169422	148.987453163825	135.961602233884	0
109	1	HybridModel_NoStimSticky_RespSticky	5	3.49019052347595	0.0404040210732667	0.999999982697527	0.275516002196813		-0.131934316309483	-57.1942460390617	137.414343008064	124.388492078123	0
111	1	HybridModel_NoStimSticky_RespSticky	5	0.577556612997384	0.863076312077346	0.999999995205769	0.0918750559768374		-0.422971802248971	-51.0139747537691	125.053800437479	112.027949507538	0
112	1	HybridModel_NoStimSticky_RespSticky	5	0.725153764567871	0.499742068989271	0.99999998761133	1.78508894146679e-09		0.217580249121326	-45.8646577074849	114.75516634491	101.72931541497	0
113	1	HybridModel_NoStimSticky_RespSticky	5	3.36124605307146	0.00728511784541475	0.999946616708548	2.50538099469121e-07		-0.0260741701460488	-65.8045175953451	154.634886120631	141.60903519069	0
114	1	HybridModel_NoStimSticky_RespSticky	5	2.70216681477973	0.0538058004847794	0.666409060270883	5.4995331826758e-07		-0.140091625032509	-59.7011905999806	142.428232129902	129.402381199961	0
115	1	HybridModel_NoStimSticky_RespSticky	5	3.58006979570856	0.00180380389379603	0.19089385507378	0.999990184453876		-0.630488050012667	-30.4653849293755	83.9566207886914	70.930769858751	0
116	1	HybridModel_NoStimSticky_RespSticky	5	0.492732077084824	0.656059280319747	0.284968216904582	1.08667157756043e-08		0.718709540046619	-49.4990540064415	122.023958942823	108.998108012883	0
117	1	HybridModel_NoStimSticky_RespSticky	5	3.45792832384949	0.0243855698476776	2.16977322683013e-08	0.184237662451146		0.016131096402483	-62.9989394157463	149.023729761433	135.997878831493	0
118	1	HybridModel_NoStimSticky_RespSticky	5	3.51163290310695	0.0172475756305583	0.0221023803387425	5.85741160311516e-08		-0.055043975651623	-62.7668689068097	148.55958874356	135.533737813619	0
119	1	HybridModel_NoStimSticky_RespSticky	5	3.37039369915379	0.0122721780780077	0.239996169118397	0.245540131348476		0.0149370610910414	-61.3660100460063	145.757871021953	132.732020092013	0
120	1	HybridModel_NoStimSticky_RespSticky	5	3.37005436932011	0.03015303844512	0.233352308496384	9.81870629767257e-09		-0.049180595541784	-63.2669050457256	149.559661021392	136.533810091451	0
121	1	HybridModel_NoStimSticky_RespSticky	5	2.43632193297365	0.0769065302378182	0.999999934479046	0.39472798193912		-0.352494614727066	-60.1243300835537	143.274511097048	130.248660167107	0
122	1	HybridModel_NoStimSticky_RespSticky	5	3.35994579526479	5.24642362367439e-10	0.396005370842696	0.71478048187237		0.0322565528328199	-65.0213684571926	153.068587844326	140.042736914385	0
123	1	HybridModel_NoStimSticky_RespSticky	5	3.43458584887961	0.00598693849325379	0.999998646263171	0.568653436024728		-0.151311537038654	-60.0511950012555	143.128240932451	130.102390002511	0
124	1	HybridModel_NoStimSticky_RespSticky	5	3.39664020685495	1.4864720061768e-09	0.368446555480411	0.513773136353121		-0.21811110461923	-57.261206241038	137.548263412017	124.522412482076	0
21	1	ModelBased_NoStimSticky_RespSticky	4	3.36039927680766	0.000414996384873176	0.504913237965759			0.0347454403186144	-64.9877500798392	148.396180903631	137.975500159678	0
39	1	ModelBased_NoStimSticky_RespSticky	4	3.37536362936583	0.00133510123162843	0.501382149632996			-0.0384431298862124	-64.9607990531877	148.342278850328	137.921598106375	0
41	1	ModelBased_NoStimSticky_RespSticky	4	3.4701590351724	0.00166845089629705	0.500004994802968			-0.087815052289565	-67.7714116866466	153.963504117246	143.542823373293	0
45	1	ModelBased_NoStimSticky_RespSticky	4	3.37055764262778	5.01825704644106e-10	0.468353961935335			-0.0867151849994578	-66.210819472543	150.842319689038	140.421638945086	0
47	1	ModelBased_NoStimSticky_RespSticky	4	3.36082943334206	1.47849992547338e-11	0.550085707606777			0.0129196504156575	-65.8277126769522	150.076106097857	139.655425353904	0
48	1	ModelBased_NoStimSticky_RespSticky	4	3.35942802978282	0.00233963311772536	0.499957650356404			-0.00909471424280024	-65.0441046000912	148.508889944135	138.088209200182	0
49	1	ModelBased_NoStimSticky_RespSticky	4	3.39914859978963	0.000503125714638583	0.499585527787858			-0.221521427697323	-61.4530778489722	141.326836441897	130.906155697944	0
51	1	ModelBased_NoStimSticky_RespSticky	4	3.36509243508428	9.7296553218483e-11	0.502289257782068			-0.0417530806286148	-69.0670529181212	156.554786580195	146.134105836242	0
52	1	ModelBased_NoStimSticky_RespSticky	4	3.37321113272313	1.0144809208138e-09	0.494997831468724			-0.104523554509584	-66.4310414618693	151.282763667691	140.862082923739	0
54	1	ModelBased_NoStimSticky_RespSticky	4	3.39087935789095	6.0570785393405e-12	0.53118474132901			-0.194657814977489	-62.8869035735754	144.194487891103	133.773807147151	0
55	1	ModelBased_NoStimSticky_RespSticky	4	3.36863313813037	0.000363889717872367	0.502595158759969			-0.0741509235482998	-66.4676856047277	151.356051953408	140.935371209455	0
56	1	ModelBased_NoStimSticky_RespSticky	4	3.36306180520591	2.32175110081753e-11	0.500468859511537			-0.0197187074226505	-62.332688979897	143.086058703746	132.665377959794	0
57	1	ModelBased_NoStimSticky_RespSticky	4	3.36259439162687	1.63938721978369e-10	0.498898507383382			0.163885943565004	-61.753933129688	141.928547003328	131.507866259376	0
68	1	ModelBased_NoStimSticky_RespSticky	4	3.36577769401486	1.44797481709772e-11	0.7469216900765			-0.0482590313941551	-68.2946942027407	155.010069149434	144.589388405481	0
69	1	ModelBased_NoStimSticky_RespSticky	4	3.36928540228596	1.83194764188177e-11	0.500171346141762			-0.0774299432112607	-63.6778695639134	145.776419871779	135.355739127827	0
70	1	ModelBased_NoStimSticky_RespSticky	4	3.36127189808341	0.00200695123988899	0.501275787837503			0.0515039587987034	-66.831193728772	152.083068201496	141.662387457544	0
71	1	ModelBased_NoStimSticky_RespSticky	4	3.366657795407	2.27795599181224e-11	0.505061508322018			-0.0560658033457856	-66.1151931187759	150.651066981504	140.230386237552	0
72	1	ModelBased_NoStimSticky_RespSticky	4	3.39186854914326	8.04545268458099e-11	0.422528919867048			-0.198830284656606	-59.4808504812162	137.382381706385	126.961700962432	0
73	1	ModelBased_NoStimSticky_RespSticky	4	3.37307851298061	8.86005438603e-11	0.564455627791045			-0.103681499747863	-63.0643148826402	144.549310509233	134.12862976528	0
74	1	ModelBased_NoStimSticky_RespSticky	4	3.36896507094738	1.14057570617971e-10	0.501414401220377			-0.0750042439659215	-60.2997105333668	139.020101810686	128.599421066734	0
75	1	ModelBased_NoStimSticky_RespSticky	4	3.36198826367446	1.34565022065014e-11	0.450958060104974			-0.00573307215190367	-69.3096781414265	157.040037026805	146.619356282853	0
77	1	ModelBased_NoStimSticky_RespSticky	4	3.43041027007031	0.00256133680171682	0.497936162441405			-0.17727940155554	-61.1187552840119	140.658191311976	130.237510568024	0
78	1	ModelBased_NoStimSticky_RespSticky	4	3.37479693769368	2.09701179016324e-11	0.698291525630232			-0.114391916898611	-64.1149213153767	146.650523374706	136.229842630753	0
80	1	ModelBased_NoStimSticky_RespSticky	4	3.37094201488643	0.00255774363388126	0.499999972752154			-0.0848345766269873	-66.8804816629301	152.181644069813	141.76096332586	0
83	1	ModelBased_NoStimSticky_RespSticky	4	3.36638415445021	6.24294567629597e-12	0.432283207934146			-0.0537961738474299	-68.905080162189	156.23084106833	145.810160324378	0
84	1	ModelBased_NoStimSticky_RespSticky	4	3.35944107719816	1.4650739948664e-10	0.500578574062435			0.0488898899396632	-68.2946812249668	155.010043193886	144.589362449934	0
89	1	ModelBased_NoStimSticky_RespSticky	4	3.35969908006978	5.43806393632249e-11	0.500446150607432			0.110667291449025	-66.9590880419131	152.338856827779	141.918176083826	0
90	1	ModelBased_NoStimSticky_RespSticky	4	3.37030611167545	2.65561152319138e-11	0.603530728246563			-0.0849304857350559	-67.6181663537702	153.657013451493	143.23633270754	0
93	1	ModelBased_NoStimSticky_RespSticky	4	3.37030805758986	3.62949384728335e-11	0.457869286206492			-0.0849304529110724	-67.6181663518813	153.657013447715	143.236332703763	0
95	1	ModelBased_NoStimSticky_RespSticky	4	3.40246188279432	0.00128766489448572	0.501289521764879			0.0502360003395581	-66.7025916062078	151.825863956368	141.405183212416	0
96	1	ModelBased_NoStimSticky_RespSticky	4	3.36815375403445	1.48370923094111e-11	0.405849703501802			-0.068657253485306	-65.9038786350926	150.228438014138	139.807757270185	0
98	1	ModelBased_NoStimSticky_RespSticky	4	3.40120415337735	1.48322974760764e-10	0.456059696335292			-0.23544142098478	-60.6898613939551	139.800403531863	129.37972278791	0
101	1	ModelBased_NoStimSticky_RespSticky	4	3.39524450092245	0.00110972876461768	0.498524563154165			-0.164975326860907	-62.0565843349247	142.533849413802	132.113168669849	0
103	1	ModelBased_NoStimSticky_RespSticky	4	3.39408474745713	0.00131272309341248	0.499978855338521			-0.178019563875282	-60.5818908855624	139.584462515077	129.163781771125	0
104	1	ModelBased_NoStimSticky_RespSticky	4	3.54338503528096	0.00436061620655302	0.500233318477021			-0.111296060110853	-63.287085437594	144.99485161914	134.574170875188	0
105	1	ModelBased_NoStimSticky_RespSticky	4	3.35983798661881	1.90731069261911e-07	0.499651070701662			0.114862829177484	-57.3843511641146	133.189383072181	122.768702328229	0
106	1	ModelBased_NoStimSticky_RespSticky	4	3.37710053740145	3.55937107093415e-11	0.502121995878494			-0.127836005155399	-60.3395026220564	139.099685988065	128.679005244113	0
107	1	ModelBased_NoStimSticky_RespSticky	4	3.3736397923133	0.00230940770290037	0.502988967842501			-0.149302386995488	-62.9808008568771	144.382282457707	133.961601713754	0
109	1	ModelBased_NoStimSticky_RespSticky	4	3.37307899369347	3.35823572527503e-11	0.231214034853045			-0.103681507319644	-63.0643148798258	144.549310503604	134.128629759652	0
111	1	ModelBased_NoStimSticky_RespSticky	4	3.36453551603331	2.84590865544246e-11	0.601855774384458			-0.0361055669546019	-68.4377979163924	155.296276576737	144.875595832785	0
112	1	ModelBased_NoStimSticky_RespSticky	4	3.35949763815069	4.3902026945978e-12	0.410545565833515			0.103336208308366	-67.8478640012058	154.116408746364	143.695728002412	0
113	1	ModelBased_NoStimSticky_RespSticky	4	3.36453574690549	1.28286846776389e-11	0.171603449637151			-0.0361055269698149	-68.4377979198589	155.29627658367	144.875595839718	0
114	1	ModelBased_NoStimSticky_RespSticky	4	3.3743254560406	9.24787771055507e-11	0.494247424824988			-0.111523253250204	-62.1722946458024	142.765270035557	132.344589291605	0
115	1	ModelBased_NoStimSticky_RespSticky	4	3.58006868184028	0.00180379222637788	0.500003833612847			-0.630488243761711	-30.4653846756507	79.3514500952538	68.9307693513014	0
116	1	ModelBased_NoStimSticky_RespSticky	4	3.36076226259963	4.26181232489176e-12	0.501038239850779			0.0141197121315263	-60.2805561662838	138.98179307652	128.561112332568	0
117	1	ModelBased_NoStimSticky_RespSticky	4	3.35748369613495	0.000839044498092657	0.49993659457943			0.0107774653668995	-63.6211660549837	145.66301285392	135.242332109967	0
118	1	ModelBased_NoStimSticky_RespSticky	4	3.36611818332597	2.01790518557981e-11	0.489883659290848			-0.051410384921148	-64.1144413332157	146.649563410384	136.228882666431	0
119	1	ModelBased_NoStimSticky_RespSticky	4	3.35888900270881	0.000854194215259058	0.499608072039131			0.0125466339713232	-61.5249895189084	141.470659781769	131.049979037817	0
120	1	ModelBased_NoStimSticky_RespSticky	4	3.3752509215528	1.6285671520074e-11	0.499035181618143			-0.11708734646451	-66.0555462987295	150.531773341411	140.111092597459	0
121	1	ModelBased_NoStimSticky_RespSticky	4	3.40236437710912	2.58238573050475e-11	0.47250295927111			-0.239710596975307	-61.057592162278	140.535865068508	130.115184324556	0
122	1	ModelBased_NoStimSticky_RespSticky	4	3.35994141343602	1.39582568649078e-11	0.295933810953086			0.0322566107332033	-65.0213680741182	148.463416892189	138.042736148236	0
123	1	ModelBased_NoStimSticky_RespSticky	4	3.39696185628044	0.00200855403401314	0.503319129138749			-0.153281381302308	-60.1605605238765	138.741801791705	128.321121047753	0
124	1	ModelBased_NoStimSticky_RespSticky	4	3.39664052233497	2.67946868394308e-10	0.496638284804585			-0.218111071653183	-57.2612061793573	132.943093102667	122.522412358715	0
21	1	ModelFree_NoStimSticky_RespSticky	4	3.35994218821236	5.70988680284242e-07	0.00147896338847941			0.0322566050216154	-65.0213681369141	148.463417017781	138.042736273828	0
39	1	ModelFree_NoStimSticky_RespSticky	4	3.36468352992514	4.40353423886119e-10	0.0749308820570389			-0.0376414902368706	-65.6573789067147	149.735438557382	139.314757813429	0
41	1	ModelFree_NoStimSticky_RespSticky	4	3.37105002354576	6.9541890388834e-09	0.000555205539386973			-0.0901561072094253	-68.1739919184001	154.768664580753	144.3479838368	0
45	1	ModelFree_NoStimSticky_RespSticky	4	3.5189299113414	0.0270556612112094	2.68520271478368e-09			-0.0800484147725453	-65.6930333144698	149.806747372892	139.38606662894	0
47	1	ModelFree_NoStimSticky_RespSticky	4	0.312590423737618	0.66216258887771	0.999999486655835			0.12307771626892	-56.219238418039	130.85915758003	120.438476836078	0
48	1	ModelFree_NoStimSticky_RespSticky	4	3.36201239037063	6.08510419546479e-08	0.00296636566286199			-0.00610220854024296	-65.1504699302495	148.721620604451	138.300939860499	0
49	1	ModelFree_NoStimSticky_RespSticky	4	3.39717490839936	0.000529495294218413	0.99958556209605			-0.222020901815445	-61.4647495236303	141.350179791213	130.929499047261	0
51	1	ModelFree_NoStimSticky_RespSticky	4	0.498679804010644	0.999999997597504	0.99999999849357			-0.3972766588639	-53.6481695924537	125.71701992886	115.296339184907	0
52	1	ModelFree_NoStimSticky_RespSticky	4	3.37378120172023	0.0018328476657481	0.999928355587079			-0.106689025124151	-66.3318086745768	151.084298093106	140.663617349154	0
54	1	ModelFree_NoStimSticky_RespSticky	4	3.15819658022481	0.0102983557165106	0.999999619719034			-0.194889766717165	-57.6453749081684	133.711430560289	123.290749816337	0
55	1	ModelFree_NoStimSticky_RespSticky	4	3.37013403180414	0.00510692634001554	1.35601767726357e-06			-0.0743946138894681	-66.4781280189379	151.376936781828	140.956256037876	0
56	1	ModelFree_NoStimSticky_RespSticky	4	3.36221629187953	0.0039017468743104	0.0237170140998571			-0.0212132764275722	-62.3265966631793	143.073874070311	132.653193326359	0
57	1	ModelFree_NoStimSticky_RespSticky	4	3.36965292582124	0.0104507828805567	1.00559320252786e-07			0.158668011049992	-61.6518612359085	141.724403215769	131.303722471817	0
68	1	ModelFree_NoStimSticky_RespSticky	4	3.2867684103909	0.00531177436515453	0.999996771944738			-0.0457420476855399	-64.9435402789835	148.307761301919	137.887080557967	0
69	1	ModelFree_NoStimSticky_RespSticky	4	3.30386255142611	0.009350161991539	0.99999934613062			-0.100598689516931	-58.3392821635691	135.099245071091	124.678564327138	0
70	1	ModelFree_NoStimSticky_RespSticky	4	3.36448951060384	0.00634499376315988	2.56201316987924e-06			0.0495655196712744	-66.893110498915	152.206901741782	141.78622099783	0
71	1	ModelFree_NoStimSticky_RespSticky	4	0.446286144460179	0.496324383732718	0.999999941276704			-0.40996079316996	-60.3119036427095	139.044488029371	128.623807285419	0
72	1	ModelFree_NoStimSticky_RespSticky	4	3.39274368733209	0.00745016236589622	1.93174077420993e-07			-0.199539036253892	-59.4668272085707	137.354335161094	126.933654417141	0
73	1	ModelFree_NoStimSticky_RespSticky	4	3.38377901548745	0.0145056878248098	1.03160344145965e-07			-0.108201413223327	-62.7919965084107	144.004673760774	133.583993016821	0
74	1	ModelFree_NoStimSticky_RespSticky	4	0.453833218640863	0.999999996747586	0.488934582533825			-0.641770151130602	-50.4422155090397	119.305111762032	108.884431018079	0
75	1	ModelFree_NoStimSticky_RespSticky	4	0.68979539824163	0.513598928808105	0.837417053718748			0.0558669797081526	-59.1265327169927	136.673746177938	126.253065433985	0
77	1	ModelFree_NoStimSticky_RespSticky	4	3.38474213063822	2.21522535020791e-09	0.116334736562838			-0.167174706938625	-62.2059749624859	142.832630668924	132.411949924972	0
78	1	ModelFree_NoStimSticky_RespSticky	4	3.4568051750616	0.0226215054947318	1.92437504045057e-08			-0.121153128724187	-63.1540091104217	144.728698964796	134.308018220843	0
80	1	ModelFree_NoStimSticky_RespSticky	4	3.36980964998382	0.00142748772307879	0.999853026111761			-0.0768165180918724	-67.0237825155779	152.468245775108	142.047565031156	0
83	1	ModelFree_NoStimSticky_RespSticky	4	3.47104051379243	0.0154139689354194	0.0815619839664049			-0.080223648640476	-65.0159173367895	148.452515417531	138.031834673579	0
84	1	ModelFree_NoStimSticky_RespSticky	4	3.35292007071814	0.00170264072122774	0.999961928936158			0.0465311080093484	-68.2550315320907	154.930743808134	144.510063064181	0
89	1	ModelFree_NoStimSticky_RespSticky	4	0.323250210180031	0.999999835496321	0.989555306187888			0.681984406448516	-59.1572275520228	136.735135847998	126.314455104046	0
90	1	ModelFree_NoStimSticky_RespSticky	4	0.326380958637469	0.999999948365849	0.999999911727467			-0.792934946673156	-57.5463086183956	133.513297980744	123.092617236791	0
93	1	ModelFree_NoStimSticky_RespSticky	4	3.36878011817694	0.00223068257308713	0.357633281944018			-0.0861659304845425	-67.5509903322125	153.522661408377	143.101980664425	0
95	1	ModelFree_NoStimSticky_RespSticky	4	0.312186985771367	0.822577085235474	0.843489143516441			0.26132691672673	-59.0323828106304	136.485446365213	126.064765621261	0
96	1	ModelFree_NoStimSticky_RespSticky	4	0.403010339315267	0.85726004779034	0.381435820822805			-0.674695636698304	-56.6012970025873	131.623274749127	121.202594005175	0
98	1	ModelFree_NoStimSticky_RespSticky	4	1.44412953649113	0.141155777015629	0.215758653471947			-0.6276049290766	-56.9974399123323	132.415560568617	121.994879824665	0
101	1	ModelFree_NoStimSticky_RespSticky	4	3.38473978232467	9.40917229351476e-09	0.00876414928381545			-0.167174808652919	-62.2059749071079	142.832630558168	132.411949814216	0
103	1	ModelFree_NoStimSticky_RespSticky	4	3.38660928011224	2.21228095059751e-10	0.081710058643846			-0.175868029711333	-61.1795302562129	140.779741256378	130.359060512426	0
104	1	ModelFree_NoStimSticky_RespSticky	4	3.3747998560102	3.56747469710817e-06	0.000114571536968524			-0.11439183380815	-64.1149214440789	146.65052363211	136.229842888158	0
105	1	ModelFree_NoStimSticky_RespSticky	4	3.37953594001424	0.0129674852632313	1.40399115166009e-07			0.110576269470398	-57.1586053386487	132.73789142125	122.317210677297	0
106	1	ModelFree_NoStimSticky_RespSticky	4	3.38389645896227	0.0155269257462738	9.1543425659274e-09			-0.131696606047285	-60.1501155540218	138.720911851996	128.300231108044	0
